id_client;sexe;age;enfant_conduite_accompagne;nombre_enfants;revenus;valeur_residence_prin;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;formule;tarif_devis
1000277;F;58;Non;Non;0 - 10k;0 - 100k;Commercial;Van;0;12.0;Highly Urban/ Urban;16/02/2022 23:39;dev_express;200 - 300
1000278;M;30;Non;Non;Non renseigné;0 - 100k;Private;Sports Car;0;16.0;Highly Urban/ Urban;01/01/2022 22:26;dev_express;200 - 300
1000279;M;63;Non;Oui;10k - 25k;100k - 200k;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;14/01/2022 11:21;dev_integral;200 - 300
1000280;F;55;Non;Oui;25k - 50k;100k - 200k;Commercial;Van;0;6.0;Highly Urban/ Urban;10/05/2022 08:25;dev_premium;500 - 600
1000281;F;81;Non;Non;50k - 75k;200k - 300k;Commercial;Pickup;1;;Highly Urban/ Urban;02/05/2022 22:21;dev_express;200 - 300
1000282;F;24;Oui;Oui;25k - 50k;200k - 300k;Commercial;Van;1;6.0;z_Highly Rural/ Rural;10/02/2022 04:16;dev_express;200 - 300
1000283;M;53;Non;Non;150k - 200k;400k - 500k;Commercial;Panel Truck;0;13.0;z_Highly Rural/ Rural;08/01/2022 11:44;dev_integral;300 - 400
1000284;F;85;Non;Non;100k - 150k;0 - 100k;Private;Van;0;10.0;Highly Urban/ Urban;12/01/2022 23:08;dev_premium;300 - 400
1000285;F;67;Non;Non;0 - 10k;100k - 200k;Private;Pickup;1;1.0;Highly Urban/ Urban;27/05/2022 23:47;dev_express;200 - 300
1000286;M;23;Oui;Oui;25k - 50k;200k - 300k;Commercial;z_SUV;6;5.0;Highly Urban/ Urban;10/04/2022 22:38;dev_premium;400 - 500
1000287;F;65;Non;Non;10k - 25k;Non renseigné;Private;z_SUV;0;1.0;Highly Urban/ Urban;23/03/2022 18:01;dev_integral;300 - 400
1000288;F;19;Non;Oui;10k - 25k;0 - 100k;Private;z_SUV;0;9.0;Highly Urban/ Urban;24/05/2022 20:26;dev_integral;300 - 400
1000289;F;70;Non;Non;10k - 25k;100k - 200k;Private;z_SUV;0;1.0;Highly Urban/ Urban;05/01/2022 12:35;dev_premium;400 - 500
1000290;F;11;Non;Non;75k - 100k;0 - 100k;Private;Minivan;0;11.0;Highly Urban/ Urban;17/05/2022 21:03;dev_vip;500 - 600
1000291;M;48;Non;Non;75k - 100k;0 - 100k;Commercial;Van;5;;Highly Urban/ Urban;30/05/2022 12:05;dev_express;200 - 300
1000292;M;5;Non;Non;25k - 50k;100k - 200k;Private;Sports Car;3;1.0;Highly Urban/ Urban;25/01/2022 11:38;dev_premium;400 - 500
1000293;F;67;Non;Non;100k - 150k;300k - 400k;Private;Sports Car;0;7.0;z_Highly Rural/ Rural;30/01/2022 11:59;dev_integral;300 - 400
1000294;F;28;Non;Non;50k - 75k;100k - 200k;Commercial;Panel Truck;1;1.0;Highly Urban/ Urban;04/01/2022 16:07;dev_premium;400 - 500
1000295;F;51;Non;Non;150k - 200k;400k - 500k;Private;z_SUV;0;15.0;Highly Urban/ Urban;11/02/2022 19:58;dev_integral;300 - 400
1000296;F;66;Non;Oui;50k - 75k;200k - 300k;Private;Sports Car;3;7.0;Highly Urban/ Urban;07/04/2022 02:19;dev_premium;300 - 400
1000297;F;54;Non;Oui;50k - 75k;0 - 100k;Private;Minivan;4;17.0;Highly Urban/ Urban;09/02/2022 23:54;dev_express;200 - 300
1000298;M;84;Non;Non;100k - 150k;300k - 400k;Commercial;Panel Truck;2;13.0;Highly Urban/ Urban;27/04/2022 04:09;dev_express;200 - 300
1000299;F;49;Non;Oui;25k - 50k;100k - 200k;Private;z_SUV;0;4.0;Highly Urban/ Urban;25/05/2022 06:02;dev_integral;300 - 400
1000300;F;65;Non;Non;25k - 50k;100k - 200k;Commercial;Minivan;0;;z_Highly Rural/ Rural;10/02/2022 21:22;dev_express;200 - 300
1000301;M;15;Non;Non;25k - 50k;0 - 100k;Private;Sports Car;9;8.0;Highly Urban/ Urban;14/03/2022 03:24;dev_express;200 - 300
1000302;M;72;Non;Non;50k - 75k;200k - 300k;Commercial;Pickup;4;7.0;Highly Urban/ Urban;11/05/2022 10:53;dev_integral;300 - 400
1000303;M;63;Oui;Oui;25k - 50k;100k - 200k;Commercial;Minivan;0;1.0;Highly Urban/ Urban;09/04/2022 06:44;dev_premium;400 - 500
1000304;F;76;Non;Non;50k - 75k;200k - 300k;Commercial;z_SUV;2;14.0;z_Highly Rural/ Rural;14/04/2022 10:57;dev_premium;500 - 600
1000305;M;82;Non;Oui;25k - 50k;100k - 200k;Private;Sports Car;3;7.0;Highly Urban/ Urban;18/04/2022 10:41;dev_express;200 - 300
1000306;M;51;Non;Non;50k - 75k;0 - 100k;Commercial;Minivan;0;1.0;Highly Urban/ Urban;23/03/2022 00:19;dev_express;200 - 300
1000307;M;82;Non;Non;50k - 75k;Non renseigné;Commercial;Minivan;6;;Highly Urban/ Urban;09/05/2022 19:49;dev_integral;300 - 400
1000308;M;58;Non;Non;10k - 25k;0 - 100k;Private;Minivan;0;12.0;z_Highly Rural/ Rural;04/02/2022 03:00;dev_express;200 - 300
1000309;M;61;Oui;Oui;25k - 50k;100k - 200k;Commercial;Panel Truck;1;8.0;Highly Urban/ Urban;19/04/2022 01:02;dev_premium;500 - 600
1000310;F;52;Non;Oui;25k - 50k;100k - 200k;Private;z_SUV;0;5.0;z_Highly Rural/ Rural;03/04/2022 22:13;dev_integral;300 - 400
1000311;F;18;Oui;Oui;50k - 75k;100k - 200k;Private;Minivan;1;8.0;z_Highly Rural/ Rural;18/01/2022 05:21;dev_integral;200 - 300
1000312;F;49;Non;Non;100k - 150k;300k - 400k;Commercial;Panel Truck;1;16.0;Highly Urban/ Urban;23/03/2022 16:17;dev_express;200 - 300
1000313;F;63;Non;Non;25k - 50k;0 - 100k;Private;z_SUV;1;;Highly Urban/ Urban;02/05/2022 16:43;dev_integral;200 - 300
1000314;F;50;Non;Non;25k - 50k;200k - 300k;Commercial;Van;1;5.0;Highly Urban/ Urban;19/01/2022 00:38;dev_express;200 - 300
1000315;M;56;Non;Oui;25k - 50k;100k - 200k;Commercial;Van;5;;Highly Urban/ Urban;15/02/2022 23:41;dev_integral;200 - 300
1000316;M;64;Non;Non;100k - 150k;300k - 400k;Private;z_SUV;0;13.0;Highly Urban/ Urban;03/01/2022 06:55;dev_premium;500 - 600
1000317;F;52;Non;Oui;25k - 50k;100k - 200k;Private;Pickup;2;6.0;Highly Urban/ Urban;27/03/2022 02:40;dev_express;200 - 300
1000318;F;6;Non;Non;50k - 75k;0 - 100k;Private;z_SUV;8;19.0;Highly Urban/ Urban;02/04/2022 14:20;dev_premium;400 - 500
1000319;M;63;Non;Non;10k - 25k;0 - 100k;Private;Sports Car;0;1.0;Highly Urban/ Urban;30/04/2022 22:44;dev_premium;500 - 600
1000320;M;69;Oui;Oui;25k - 50k;100k - 200k;Private;Minivan;1;1.0;z_Highly Rural/ Rural;07/04/2022 11:09;dev_integral;300 - 400
1000321;M;72;Non;Oui;100k - 150k;200k - 300k;Private;Sports Car;0;16.0;Highly Urban/ Urban;22/01/2022 06:45;dev_integral;300 - 400
1000322;M;68;Oui;Oui;Non renseigné;100k - 200k;Commercial;Pickup;0;18.0;z_Highly Rural/ Rural;07/05/2022 03:05;dev_integral;300 - 400
1000323;F;29;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;4;3.0;Highly Urban/ Urban;07/01/2022 07:53;dev_premium;500 - 600
1000324;F;3;Non;Oui;100k - 150k;300k - 400k;Commercial;z_SUV;5;5.0;Highly Urban/ Urban;05/01/2022 18:21;dev_integral;300 - 400
1000325;F;82;Non;Non;25k - 50k;100k - 200k;Commercial;Minivan;0;1.0;Highly Urban/ Urban;13/05/2022 15:01;dev_integral;300 - 400
1000326;M;55;Non;Non;100k - 150k;300k - 400k;Private;Minivan;4;10.0;Highly Urban/ Urban;11/05/2022 05:29;dev_express;200 - 300
1000327;F;65;Non;Non;25k - 50k;0 - 100k;Private;z_SUV;3;9.0;Highly Urban/ Urban;29/03/2022 05:23;dev_integral;300 - 400
1000328;M;25;Non;Oui;25k - 50k;100k - 200k;Private;z_SUV;0;3.0;z_Highly Rural/ Rural;12/02/2022 09:30;dev_premium;400 - 500
1000329;F;68;Non;Non;0 - 10k;0 - 100k;Private;Minivan;0;1.0;Highly Urban/ Urban;18/03/2022 03:20;dev_premium;300 - 400
1000330;F;82;Non;Non;25k - 50k;100k - 200k;Private;Pickup;5;1.0;Highly Urban/ Urban;25/01/2022 12:09;dev_express;200 - 300
1000331;F;25;Non;Non;50k - 75k;100k - 200k;Private;z_SUV;3;;Highly Urban/ Urban;11/05/2022 03:18;dev_express;200 - 300
1000332;M;3;Oui;Oui;50k - 75k;200k - 300k;Private;Minivan;0;7.0;Highly Urban/ Urban;04/05/2022 06:00;dev_express;200 - 300
1000333;F;31;Non;Non;75k - 100k;200k - 300k;Private;Minivan;3;;Highly Urban/ Urban;22/01/2022 22:28;dev_express;200 - 300
1000334;F;42;Non;Non;50k - 75k;0 - 100k;Commercial;z_SUV;2;10.0;Highly Urban/ Urban;06/01/2022 14:38;dev_express;200 - 300
1000335;F;67;Non;Oui;10k - 25k;0 - 100k;Private;z_SUV;2;7.0;z_Highly Rural/ Rural;11/04/2022 02:23;dev_integral;300 - 400
1000336;M;67;Non;Non;25k - 50k;100k - 200k;Private;Pickup;0;16.0;Highly Urban/ Urban;22/03/2022 21:40;dev_integral;200 - 300
1000337;F;36;Non;Non;150k - 200k;400k - 500k;Commercial;Panel Truck;0;15.0;Highly Urban/ Urban;31/03/2022 19:09;dev_premium;500 - 600
1000338;F;66;Non;Non;150k - 200k;400k - 500k;Private;z_SUV;0;15.0;Highly Urban/ Urban;09/03/2022 15:11;dev_integral;200 - 300
1000339;M;72;Non;Oui;25k - 50k;0 - 100k;Private;z_SUV;5;1.0;Highly Urban/ Urban;07/05/2022 11:43;dev_integral;200 - 300
1000340;F;69;Non;Non;75k - 100k;200k - 300k;Private;Minivan;3;10.0;Highly Urban/ Urban;24/02/2022 02:03;dev_integral;300 - 400
1000341;F;42;Non;Non;50k - 75k;Non renseigné;Private;Minivan;0;15.0;Highly Urban/ Urban;24/05/2022 09:47;dev_express;200 - 300
1000342;M;63;Non;Non;75k - 100k;300k - 400k;Commercial;z_SUV;0;7.0;Highly Urban/ Urban;25/02/2022 23:45;dev_express;200 - 300
1000343;F;83;Non;Non;0 - 10k;0 - 100k;Commercial;Pickup;0;11.0;Highly Urban/ Urban;29/03/2022 07:38;dev_express;200 - 300
1000344;F;78;Oui;Oui;75k - 100k;Non renseigné;Private;Sports Car;6;12.0;Highly Urban/ Urban;10/05/2022 14:59;dev_express;200 - 300
1000345;M;10;Non;Oui;25k - 50k;0 - 100k;Private;z_SUV;3;5.0;Highly Urban/ Urban;14/05/2022 19:19;dev_integral;200 - 300
1000346;F;85;Non;Non;Non renseigné;200k - 300k;Private;Van;3;12.0;Highly Urban/ Urban;19/01/2022 01:48;dev_integral;200 - 300
1000347;M;32;Oui;Oui;50k - 75k;100k - 200k;Commercial;Pickup;0;7.0;Highly Urban/ Urban;27/05/2022 14:41;dev_premium;400 - 500
1000348;M;7;Non;Oui;10k - 25k;100k - 200k;Commercial;Van;0;1.0;z_Highly Rural/ Rural;13/01/2022 11:51;dev_integral;300 - 400
1000349;M;35;Non;Non;25k - 50k;100k - 200k;Private;Pickup;0;10.0;Highly Urban/ Urban;08/04/2022 01:47;dev_integral;300 - 400
1000350;F;29;Non;Non;75k - 100k;200k - 300k;Private;Minivan;2;15.0;Highly Urban/ Urban;26/04/2022 15:04;dev_integral;200 - 300
1000351;M;16;Non;Non;100k - 150k;300k - 400k;Private;z_SUV;1;20.0;Highly Urban/ Urban;30/01/2022 17:15;dev_integral;300 - 400
1000352;F;35;Non;Non;50k - 75k;0 - 100k;Commercial;z_SUV;5;12.0;z_Highly Rural/ Rural;18/05/2022 05:21;dev_express;200 - 300
1000353;M;54;Non;Non;25k - 50k;100k - 200k;Commercial;Minivan;3;6.0;Highly Urban/ Urban;27/01/2022 08:09;dev_premium;400 - 500
1000354;F;57;Non;Non;100k - 150k;300k - 400k;Private;Van;0;18.0;Highly Urban/ Urban;13/02/2022 22:32;dev_express;200 - 300
1000355;M;7;Non;Non;25k - 50k;0 - 100k;Private;Minivan;0;8.0;Highly Urban/ Urban;26/04/2022 23:23;dev_integral;300 - 400
1000356;M;60;Non;Oui;75k - 100k;200k - 300k;Commercial;Van;2;;z_Highly Rural/ Rural;26/05/2022 00:20;dev_premium;400 - 500
1000357;M;57;Non;Oui;Non renseigné;100k - 200k;Private;Minivan;0;16.0;Highly Urban/ Urban;06/02/2022 07:26;dev_integral;300 - 400
1000358;F;21;Oui;Oui;25k - 50k;Non renseigné;Private;Minivan;0;5.0;Highly Urban/ Urban;05/02/2022 06:43;dev_express;200 - 300
1000359;F;86;Non;Non;10k - 25k;0 - 100k;Private;Minivan;0;1.0;z_Highly Rural/ Rural;26/03/2022 06:02;dev_premium;400 - 500
1000360;F;69;Non;Non;25k - 50k;Non renseigné;Commercial;Panel Truck;4;10.0;Highly Urban/ Urban;14/02/2022 17:36;dev_express;200 - 300
1000361;F;8;Non;Non;50k - 75k;200k - 300k;Commercial;Panel Truck;5;8.0;Highly Urban/ Urban;17/04/2022 16:52;dev_integral;300 - 400
1000362;F;79;Non;Oui;75k - 100k;300k - 400k;Commercial;Van;1;9.0;Highly Urban/ Urban;12/02/2022 04:17;dev_express;200 - 300
1000363;M;8;Non;Non;150k - 200k;0 - 100k;Commercial;Pickup;0;17.0;Highly Urban/ Urban;20/03/2022 21:08;dev_integral;200 - 300
1000364;M;13;Non;Non;75k - 100k;0 - 100k;Commercial;Van;7;10.0;Highly Urban/ Urban;24/03/2022 00:32;dev_express;200 - 300
1000365;M;76;Non;Non;10k - 25k;100k - 200k;Private;z_SUV;4;;Highly Urban/ Urban;28/05/2022 16:57;dev_integral;300 - 400
1000366;M;56;Non;Non;50k - 75k;200k - 300k;Private;z_SUV;1;7.0;Highly Urban/ Urban;27/04/2022 16:49;dev_integral;300 - 400
1000367;M;50;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;1;1.0;z_Highly Rural/ Rural;28/01/2022 09:25;dev_premium;300 - 400
1000368;M;14;Non;Non;150k - 200k;400k - 500k;Commercial;Panel Truck;4;11.0;Highly Urban/ Urban;21/03/2022 10:05;dev_express;200 - 300
1000369;F;70;Non;Non;50k - 75k;200k - 300k;Private;z_SUV;0;12.0;Highly Urban/ Urban;07/01/2022 09:45;dev_integral;300 - 400
1000370;F;58;Non;Non;100k - 150k;200k - 300k;Private;Minivan;4;13.0;Highly Urban/ Urban;15/05/2022 03:11;dev_premium;300 - 400
1000371;F;35;Non;Non;25k - 50k;100k - 200k;Commercial;Sports Car;4;12.0;Highly Urban/ Urban;09/02/2022 14:04;dev_integral;300 - 400
1000372;M;68;Non;Non;150k - 200k;500k +;Commercial;Pickup;3;13.0;Highly Urban/ Urban;04/02/2022 16:41;dev_express;200 - 300
1000373;F;42;Non;Non;75k - 100k;200k - 300k;Commercial;Van;3;8.0;Highly Urban/ Urban;30/04/2022 22:43;dev_integral;300 - 400
1000374;M;22;Non;Non;50k - 75k;200k - 300k;Private;Van;0;1.0;Highly Urban/ Urban;06/01/2022 19:41;dev_express;200 - 300
1000375;M;49;Non;Oui;50k - 75k;0 - 100k;Private;z_SUV;2;1.0;Highly Urban/ Urban;12/04/2022 12:00;dev_express;200 - 300
1000376;F;84;Non;Non;75k - 100k;200k - 300k;Commercial;Panel Truck;5;10.0;Highly Urban/ Urban;25/04/2022 16:57;dev_express;200 - 300
1000377;M;34;Oui;Oui;75k - 100k;200k - 300k;Commercial;Pickup;4;8.0;Highly Urban/ Urban;01/01/2022 07:42;dev_integral;300 - 400
1000378;M;57;Non;Non;25k - 50k;0 - 100k;Commercial;Pickup;5;1.0;Highly Urban/ Urban;16/03/2022 12:46;dev_express;200 - 300
1000379;M;23;Non;Non;100k - 150k;300k - 400k;Commercial;Panel Truck;3;20.0;Highly Urban/ Urban;20/03/2022 11:43;dev_integral;300 - 400
1000380;M;72;Non;Non;0 - 10k;0 - 100k;Private;z_SUV;3;2.0;Highly Urban/ Urban;20/01/2022 09:01;dev_integral;200 - 300
1000381;M;57;Non;Non;50k - 75k;100k - 200k;Private;Minivan;0;12.0;Highly Urban/ Urban;10/05/2022 05:21;dev_integral;300 - 400
1000382;M;5;Non;Non;0 - 10k;0 - 100k;Private;Sports Car;5;11.0;Highly Urban/ Urban;10/01/2022 01:26;dev_premium;500 - 600
1000383;F;5;Non;Non;50k - 75k;0 - 100k;Private;Sports Car;0;12.0;z_Highly Rural/ Rural;28/03/2022 12:26;dev_integral;300 - 400
1000384;F;45;Non;Non;25k - 50k;100k - 200k;Private;Minivan;4;11.0;Highly Urban/ Urban;13/04/2022 14:44;dev_integral;300 - 400
1000385;F;85;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;0;1.0;Highly Urban/ Urban;21/02/2022 23:21;dev_integral;300 - 400
1000386;F;17;Non;Non;25k - 50k;100k - 200k;Private;Pickup;2;1.0;Highly Urban/ Urban;15/01/2022 01:35;dev_integral;300 - 400
1000387;F;40;Non;Non;25k - 50k;100k - 200k;Commercial;Pickup;0;10.0;z_Highly Rural/ Rural;25/01/2022 15:18;dev_integral;300 - 400
1000388;M;71;Non;Non;Non renseigné;100k - 200k;Private;Minivan;2;7.0;Highly Urban/ Urban;18/01/2022 08:22;dev_integral;300 - 400
1000389;F;75;Non;Non;200k +;0 - 100k;Commercial;Panel Truck;0;17.0;Highly Urban/ Urban;15/02/2022 23:56;dev_express;200 - 300
1000390;M;58;Non;Oui;75k - 100k;100k - 200k;Private;Pickup;1;14.0;Highly Urban/ Urban;27/01/2022 03:55;dev_premium;500 - 600
1000391;M;57;Non;Non;25k - 50k;100k - 200k;Private;Pickup;4;9.0;Highly Urban/ Urban;18/03/2022 07:40;dev_express;200 - 300
1000392;M;17;Non;Non;50k - 75k;200k - 300k;Private;Pickup;0;8.0;Highly Urban/ Urban;22/03/2022 07:46;dev_integral;300 - 400
1000393;M;2;Non;Non;25k - 50k;100k - 200k;Private;Minivan;3;;Highly Urban/ Urban;07/03/2022 03:55;dev_integral;300 - 400
1000394;M;6;Non;Non;50k - 75k;200k - 300k;Commercial;Van;0;4.0;Highly Urban/ Urban;18/05/2022 22:10;dev_integral;300 - 400
1000395;F;22;Non;Oui;25k - 50k;100k - 200k;Private;z_SUV;1;1.0;Highly Urban/ Urban;01/05/2022 17:43;dev_express;200 - 300
1000396;F;45;Non;Oui;75k - 100k;200k - 300k;Private;z_SUV;0;11.0;Highly Urban/ Urban;26/05/2022 22:40;dev_integral;300 - 400
1000397;F;12;Non;Non;25k - 50k;0 - 100k;Private;z_SUV;6;;Highly Urban/ Urban;23/04/2022 11:29;dev_premium;500 - 600
1000398;F;89;Oui;Oui;100k - 150k;300k - 400k;Private;Minivan;1;11.0;Highly Urban/ Urban;27/02/2022 02:58;dev_express;200 - 300
1000399;F;67;Non;Non;50k - 75k;0 - 100k;Private;Pickup;2;10.0;Highly Urban/ Urban;16/04/2022 10:28;dev_integral;200 - 300
1000400;F;19;Non;Oui;25k - 50k;100k - 200k;Commercial;Panel Truck;1;21.0;Highly Urban/ Urban;21/03/2022 00:34;dev_express;200 - 300
1000401;M;44;Non;Non;10k - 25k;100k - 200k;Commercial;Sports Car;0;1.0;z_Highly Rural/ Rural;10/05/2022 09:58;dev_integral;200 - 300
1000402;F;2;Non;Oui;75k - 100k;0 - 100k;Private;Pickup;0;10.0;z_Highly Rural/ Rural;11/04/2022 21:52;dev_integral;200 - 300
1000403;F;50;Non;Oui;10k - 25k;0 - 100k;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;13/05/2022 22:59;dev_express;200 - 300
1000404;F;69;Oui;Oui;0 - 10k;0 - 100k;Private;Minivan;3;1.0;Highly Urban/ Urban;26/05/2022 20:49;dev_integral;300 - 400
1000405;F;80;Non;Non;25k - 50k;200k - 300k;Private;Pickup;0;10.0;z_Highly Rural/ Rural;03/03/2022 14:18;dev_express;200 - 300
1000406;F;69;Non;Non;200k +;0 - 100k;Private;Sports Car;0;12.0;Highly Urban/ Urban;26/01/2022 19:37;dev_express;200 - 300
1000407;M;9;Non;Non;100k - 150k;300k - 400k;Commercial;Pickup;4;20.0;Highly Urban/ Urban;22/01/2022 01:15;dev_express;200 - 300
1000408;F;72;Non;Non;0 - 10k;0 - 100k;Private;z_SUV;0;3.0;Highly Urban/ Urban;25/05/2022 07:24;dev_express;200 - 300
1000409;F;18;Non;Non;50k - 75k;200k - 300k;Private;Minivan;0;11.0;Highly Urban/ Urban;03/02/2022 17:35;dev_premium;400 - 500
1000410;F;51;Non;Non;100k - 150k;0 - 100k;Commercial;Panel Truck;5;19.0;Highly Urban/ Urban;08/01/2022 02:38;dev_express;200 - 300
1000411;F;47;Non;Non;0 - 10k;Non renseigné;Commercial;Minivan;0;11.0;z_Highly Rural/ Rural;02/05/2022 00:05;dev_express;200 - 300
1000412;M;35;Non;Non;25k - 50k;100k - 200k;Commercial;Sports Car;0;7.0;Highly Urban/ Urban;18/05/2022 16:18;dev_express;200 - 300
1000413;M;38;Non;Non;25k - 50k;100k - 200k;Private;Minivan;0;8.0;z_Highly Rural/ Rural;25/05/2022 08:12;dev_premium;400 - 500
1000414;M;66;Oui;Oui;25k - 50k;100k - 200k;Private;Sports Car;2;1.0;Highly Urban/ Urban;04/05/2022 10:23;dev_integral;300 - 400
1000415;F;61;Non;Oui;100k - 150k;300k - 400k;Private;Pickup;2;12.0;Highly Urban/ Urban;16/04/2022 07:28;dev_integral;300 - 400
1000416;M;20;Non;Non;10k - 25k;0 - 100k;Private;Minivan;0;1.0;Highly Urban/ Urban;17/02/2022 11:37;dev_integral;300 - 400
1000417;M;82;Non;Non;100k - 150k;Non renseigné;Private;Minivan;0;11.0;Highly Urban/ Urban;25/04/2022 08:56;dev_premium;300 - 400
1000418;F;11;Non;Non;25k - 50k;100k - 200k;Commercial;Panel Truck;0;7.0;Highly Urban/ Urban;24/03/2022 18:04;dev_integral;200 - 300
1000419;F;49;Non;Oui;0 - 10k;0 - 100k;Private;z_SUV;0;5.0;z_Highly Rural/ Rural;24/01/2022 04:40;dev_express;200 - 300
1000420;M;84;Oui;Oui;Non renseigné;0 - 100k;Private;Pickup;0;9.0;z_Highly Rural/ Rural;03/03/2022 06:41;dev_integral;300 - 400
1000421;F;61;Non;Non;100k - 150k;300k - 400k;Private;Van;0;14.0;Highly Urban/ Urban;29/01/2022 15:32;dev_integral;300 - 400
1000422;F;92;Oui;Oui;10k - 25k;100k - 200k;Private;z_SUV;0;4.0;z_Highly Rural/ Rural;29/04/2022 12:31;dev_integral;300 - 400
1000423;F;73;Non;Non;75k - 100k;200k - 300k;Private;Sports Car;0;6.0;Highly Urban/ Urban;11/01/2022 18:54;dev_integral;300 - 400
1000424;F;43;Non;Oui;10k - 25k;0 - 100k;Commercial;Pickup;7;1.0;z_Highly Rural/ Rural;11/05/2022 07:38;dev_express;200 - 300
1000425;F;55;Non;Oui;25k - 50k;0 - 100k;Private;z_SUV;6;1.0;Highly Urban/ Urban;07/05/2022 22:16;dev_express;200 - 300
1000426;M;5;Non;Non;75k - 100k;0 - 100k;Commercial;Minivan;3;1.0;Highly Urban/ Urban;08/02/2022 23:25;dev_express;200 - 300
1000427;F;72;Non;Non;75k - 100k;300k - 400k;Private;Minivan;2;19.0;Highly Urban/ Urban;01/02/2022 06:20;dev_integral;300 - 400
1000428;F;60;Non;Non;25k - 50k;0 - 100k;Commercial;z_SUV;3;12.0;Highly Urban/ Urban;10/03/2022 16:31;dev_integral;300 - 400
1000429;F;53;Non;Non;25k - 50k;0 - 100k;Private;Minivan;1;1.0;Highly Urban/ Urban;08/03/2022 15:24;dev_integral;300 - 400
1000430;F;60;Non;Non;25k - 50k;100k - 200k;Private;z_SUV;1;9.0;z_Highly Rural/ Rural;27/05/2022 17:51;dev_premium;400 - 500
1000431;F;49;Non;Non;50k - 75k;200k - 300k;Private;Pickup;2;9.0;Highly Urban/ Urban;07/01/2022 08:08;dev_vip;600 - 700
1000432;M;81;Oui;Oui;10k - 25k;100k - 200k;Private;Minivan;0;1.0;Highly Urban/ Urban;14/02/2022 20:28;dev_express;200 - 300
1000433;M;34;Non;Non;25k - 50k;100k - 200k;Private;Sports Car;0;4.0;Highly Urban/ Urban;21/02/2022 01:00;dev_express;200 - 300
1000434;M;52;Non;Oui;25k - 50k;100k - 200k;Commercial;Van;0;7.0;z_Highly Rural/ Rural;09/04/2022 20:12;dev_integral;200 - 300
1000435;F;64;Non;Oui;50k - 75k;200k - 300k;Commercial;Minivan;5;9.0;Highly Urban/ Urban;25/03/2022 02:23;dev_integral;300 - 400
1000436;F;46;Non;Oui;75k - 100k;200k - 300k;Private;z_SUV;0;20.0;Highly Urban/ Urban;31/03/2022 08:06;dev_express;200 - 300
1000437;M;16;Non;Non;50k - 75k;0 - 100k;Private;Sports Car;0;15.0;Highly Urban/ Urban;02/02/2022 02:18;dev_integral;200 - 300
1000438;M;50;Non;Non;25k - 50k;100k - 200k;Commercial;Pickup;0;7.0;Highly Urban/ Urban;08/05/2022 12:04;dev_integral;300 - 400
1000439;M;38;Non;Oui;100k - 150k;300k - 400k;Commercial;z_SUV;0;9.0;Highly Urban/ Urban;04/04/2022 21:09;dev_integral;200 - 300
1000440;F;30;Oui;Oui;0 - 10k;0 - 100k;Private;Sports Car;3;6.0;Highly Urban/ Urban;11/01/2022 12:37;dev_express;200 - 300
1000441;M;61;Non;Oui;100k - 150k;300k - 400k;Commercial;Panel Truck;4;8.0;Highly Urban/ Urban;22/03/2022 14:39;dev_express;200 - 300
1000442;M;81;Non;Oui;25k - 50k;100k - 200k;Commercial;Sports Car;0;1.0;Highly Urban/ Urban;30/01/2022 05:24;dev_integral;300 - 400
1000443;M;34;Non;Non;50k - 75k;200k - 300k;Private;z_SUV;7;1.0;Highly Urban/ Urban;09/05/2022 02:49;dev_integral;300 - 400
1000444;M;74;Non;Non;25k - 50k;100k - 200k;Commercial;Minivan;3;5.0;Highly Urban/ Urban;11/04/2022 20:56;dev_integral;200 - 300
1000445;M;55;Non;Non;100k - 150k;0 - 100k;Commercial;Van;1;8.0;Highly Urban/ Urban;10/01/2022 18:15;dev_integral;300 - 400
1000446;M;55;Non;Non;100k - 150k;300k - 400k;Private;z_SUV;2;;Highly Urban/ Urban;26/03/2022 19:37;dev_premium;400 - 500
1000447;F;22;Non;Non;50k - 75k;Non renseigné;Commercial;Panel Truck;10;14.0;Highly Urban/ Urban;24/02/2022 04:11;dev_express;200 - 300
1000448;F;20;Non;Oui;100k - 150k;300k - 400k;Commercial;Panel Truck;3;3.0;Highly Urban/ Urban;05/03/2022 20:32;dev_integral;200 - 300
1000449;F;81;Non;Non;0 - 10k;0 - 100k;Private;Minivan;0;10.0;Highly Urban/ Urban;30/04/2022 22:26;dev_express;200 - 300
1000450;M;34;Non;Non;10k - 25k;100k - 200k;Private;Sports Car;0;1.0;z_Highly Rural/ Rural;26/01/2022 05:23;dev_integral;300 - 400
1000451;F;86;Oui;Oui;100k - 150k;200k - 300k;Private;Minivan;4;10.0;Highly Urban/ Urban;06/01/2022 03:41;dev_vip;600 - 700
1000452;M;29;Non;Non;50k - 75k;100k - 200k;Private;Minivan;0;13.0;Highly Urban/ Urban;09/01/2022 12:44;dev_integral;300 - 400
1000453;M;67;Non;Oui;75k - 100k;200k - 300k;Commercial;z_SUV;1;1.0;Highly Urban/ Urban;13/01/2022 00:17;dev_integral;300 - 400
